word,meaning,pos,pos_en,pos_zh,pos_note,base_form,past,past_participle,present_participle,transitivity,plural,plural_rule,required_prepositions,usage_patterns,example_1,example_zh_1,example_2,example_zh_2,example_3,example_zh_3,example_4,example_zh_4,example_5,example_zh_5,grade,semester,lesson,tags,note,word_question_context,meaning_option_1,meaning_option_2,meaning_option_3,word_option_1,word_option_2,word_option_3,past_option_1,past_option_2,past_option_3,past_participle_option_1,past_participle_option_2,past_participle_option_3,present_participle_option_1,present_participle_option_2,present_participle_option_3,verb_change_type,verb_change_note,verb_change_option_1,verb_change_option_2,verb_change_option_3,cloze_1,cloze_answer_1,cloze_hint_1,cloze_2,cloze_answer_2,cloze_hint_2,cloze_3,cloze_answer_3,cloze_hint_3,cloze_4,cloze_answer_4,cloze_hint_4,cloze_5,cloze_answer_5,cloze_hint_5
high,高的；高級的,adjective（形容詞）,adjective,形容詞,用來形容名詞或主詞的狀態。,,,,,,,,,junior high school,This is a high wall.,這是一面高牆。,I am in junior high school.,我在國中就讀。,The shelf is high.,架子很高。,,,,,七年級,上學期,Lesson 1,學校;形容詞,,This is a h___ wall.,家庭,動物,食物,young,old,nice,,,,,,,,,,,,,,,This is a h___ wall.,high,h 開頭，共 4 個字母,I am in junior h___ school.,high,h 開頭，共 4 個字母,The shelf is h___.,high,h 開頭，共 4 個字母,,,,,,
school,學校,noun（名詞）,noun,名詞,表示人、事物、地方或概念。,,,,,,schools,規則變化：加 s,,,Our school is big.,我們的學校很大。,I go to school every day.,我每天去上學。,The school is near my home.,學校在我家附近。,,,,,七年級,上學期,Lesson 1,學校;地點;名詞,,Our s_____ is big.,家庭,動物,食物,teacher,student,book,,,,,,,,,,,,,,,Our s_____ is big.,school,s 開頭，共 6 個字母,I go to s_____ every day.,school,s 開頭，共 6 個字母,The s_____ is near my home.,school,s 開頭，共 6 個字母,,,,,,
nurse,護士,noun（名詞）,noun,名詞,表示人、事物、地方或概念。,,,,,,nurses,規則變化：加 s,,,My aunt is a nurse.,我的阿姨是一位護士。,The nurse is nice.,那位護士人很好。,A nurse helps people.,護士幫助人們。,,,,,七年級,上學期,Lesson 1,職業;人物;名詞,,My aunt is a n____.,學生,家人,地點,teacher,student,book,,,,,,,,,,,,,,,My aunt is a n____.,nurse,n 開頭，共 5 個字母,The n____ is nice.,nurse,n 開頭，共 5 個字母,A n____ helps people.,nurse,n 開頭，共 5 個字母,,,,,,
warm,溫暖的,adjective（形容詞）,adjective,形容詞,用來形容名詞或主詞的狀態。,,,,,,,,,be + adj.; adj. + noun,Today is warm.,今天很溫暖。,My grandmother is warm and nice.,我的奶奶溫暖又親切。,This coat is warm.,這件外套很暖。,,,,,七年級,上學期,Lesson 1,天氣;形容詞,,Today is w___.,大的,小的,快樂的,young,old,nice,,,,,,,,,,,,,,,Today is w___.,warm,w 開頭，共 4 個字母,My grandmother is w___ and nice.,warm,w 開頭，共 4 個字母,This coat is w___.,warm,w 開頭，共 4 個字母,,,,,,
farmer,農夫,noun（名詞）,noun,名詞,表示人、事物、地方或概念。,,,,,,farmers,規則變化：加 s,,,My uncle is a farmer.,我的叔叔是一位農夫。,The farmer works hard.,這位農夫努力工作。,A farmer has animals.,農夫有動物。,,,,,七年級,上學期,Lesson 1,職業;人物;名詞,,My uncle is a f_____.,學生,家人,地點,teacher,student,book,,,,,,,,,,,,,,,My uncle is a f_____.,farmer,f 開頭，共 6 個字母,The f_____ works hard.,farmer,f 開頭，共 6 個字母,A f_____ has animals.,farmer,f 開頭，共 6 個字母,,,,,,
cook,廚師,noun（名詞）,noun,名詞,表示人、事物、地方或概念。,,,,,,cooks,規則變化：加 s,,,My dad is a cook.,我的爸爸是一位廚師。,The cook is in the kitchen.,廚師在廚房裡。,A cook makes good food.,廚師做美味的食物。,,,,,七年級,上學期,Lesson 1,職業;人物;名詞,cook 可當名詞「廚師」，也可當動詞「烹調」。,My dad is a c___.,學生,家人,地點,teacher,student,book,,,,,,,,,,,,,,,My dad is a c___.,cook,c 開頭，共 4 個字母,The c___ is in the kitchen.,cook,c 開頭，共 4 個字母,A c___ makes good food.,cook,c 開頭，共 4 個字母,,,,,,
woman,女人；女士,noun（名詞）,noun,名詞,表示人、事物、地方或概念。,,,,,,women,不規則複數,,,The woman is my mother.,那位女士是我的媽媽。,A woman is in the zoo.,有一位女士在動物園裡。,That woman is a doctor.,那位女士是一位醫生。,,,,,七年級,上學期,Lesson 1,人物;名詞,,The w____ is my mother.,老師,學生,朋友,teacher,student,book,,,,,,,,,,,,,,,The w____ is my mother.,woman,w 開頭，共 5 個字母,A w____ is in the zoo.,woman,w 開頭，共 5 個字母,That w____ is a doctor.,woman,w 開頭，共 5 個字母,,,,,,
pet,寵物,noun（名詞）,noun,名詞,表示人、事物、地方或概念。,,,,,,pets,規則變化：加 s,,,My pet is a cat.,我的寵物是一隻貓。,Do you have a pet?,你有寵物嗎？,This pet is cute.,這隻寵物很可愛。,,,,,七年級,上學期,Lesson 1,動物;名詞,,My p__ is a cat.,植物,食物,文具,teacher,student,book,,,,,,,,,,,,,,,My p__ is a cat.,pet,p 開頭，共 3 個字母,Do you have a p__?,pet,p 開頭，共 3 個字母,This p__ is cute.,pet,p 開頭，共 3 個字母,,,,,,
cute,可愛的,adjective（形容詞）,adjective,形容詞,用來形容名詞或主詞的狀態。,,,,,,,,,be + adj.; adj. + noun,The cat is cute.,這隻貓很可愛。,What a cute pet!,多可愛的寵物啊！,Her baby brother is cute.,她的小弟弟很可愛。,,,,,七年級,上學期,Lesson 1,動物;形容詞,,The cat is c___.,植物,食物,文具,young,old,nice,,,,,,,,,,,,,,,The cat is c___.,cute,c 開頭，共 4 個字母,What a c___ pet!,cute,c 開頭，共 4 個字母,Her baby brother is c___.,cute,c 開頭，共 4 個字母,,,,,,
discuss,討論,verb（動詞）,verb,動詞,表示動作或狀態。,discuss,discussed,discussed,discussing,及物,,,,discuss + N,We discuss the problem.,我們討論這個問題。,Let us discuss the picture.,讓我們討論這張圖片。,They discuss the answer in class.,他們在課堂上討論答案。,,,,,七年級,上學期,Lesson 1,學習;動詞,,We d______ the problem.,看見,喜歡,製作,meet,read,listen,discuss,discussing,discusseded,discuss,discussing,discusseded,discussed,discusss,going,規則變化：直接加 -ed,discuss 是規則動詞，過去式和過去分詞直接加 -ed。,規則變化：字尾 e 直接加 -d,規則變化：子音 + y 改 ied,規則變化：短母音 + 子音，雙寫字尾加 -ed,We d______ the problem.,discuss,d 開頭，共 7 個字母,Let us d______ the picture.,discuss,d 開頭，共 7 個字母,They d______ the answer in class.,discuss,d 開頭，共 7 個字母,,,,,,
skill,技能；技巧,noun（名詞）,noun,名詞,表示人、事物、地方或概念。,,,,,,skills,規則變化：加 s,,,Reading is an important skill.,閱讀是一項重要的技能。,I learn a new skill.,我學一項新技能。,This skill is useful.,這項技能很有用。,,,,,七年級,上學期,Lesson 1,學習;名詞,,Reading is an important s____.,老師,學生,朋友,teacher,student,book,,,,,,,,,,,,,,,Reading is an important s____.,skill,s 開頭，共 5 個字母,I learn a new s____.,skill,s 開頭，共 5 個字母,This s____ is useful.,skill,s 開頭，共 5 個字母,,,,,,
read,閱讀；讀,verb（動詞）,verb,動詞,表示動作或狀態。,read,read,read,reading,及物 / 不及物,,,,read + N; read every day,I read a book every day.,我每天讀一本書。,Please read the word again.,請再讀一次這個字。,She reads in the classroom.,她在教室裡閱讀。,,,,,七年級,上學期,Lesson 1,學習;動詞,,I r___ a book every day.,看見,喜歡,製作,meet,listen,play,readed,reading,went,readed,reading,gone,read,reads,readed,不規則變化,read 三態拼法相同，但過去式和過去分詞發音不同。,規則變化：直接加 -ed,規則變化：字尾 e 直接加 -d,規則變化：子音 + y 改 ied,I r___ a book every day.,read,r 開頭，共 4 個字母,Please r___ the word again.,read,r 開頭，共 4 個字母,She r____ in the classroom.,reads,r 開頭，共 5 個字母,,,,,,
listen,聽,verb（動詞）,verb,動詞,表示動作或狀態。,listen,listened,listened,listening,不及物,,,listen to,listen to + N,Listen to the teacher.,聽老師說。,I listen to music at home.,我在家聽音樂。,Please listen again.,請再聽一次。,,,,,七年級,上學期,Lesson 1,學習;動詞,,l_____ to the teacher.,看見,喜歡,製作,meet,read,play,listen,listening,listeneded,listen,listening,listeneded,listened,listens,going,規則變化：直接加 -ed,listen 是規則動詞，過去式和過去分詞加 -ed。,規則變化：字尾 e 直接加 -d,規則變化：子音 + y 改 ied,規則變化：短母音 + 子音，雙寫字尾加 -ed,l_____ to the teacher.,listen,l 開頭，共 6 個字母,I l_____ to music at home.,listen,l 開頭，共 6 個字母,Please l_____ again.,listen,l 開頭，共 6 個字母,,,,,,
date,日期；約會,noun（名詞）,noun,名詞,表示人、事物、地方或概念。,,,,,,dates,規則變化：加 s,,,What is the date today?,今天是幾月幾日？,Please write the date.,請寫下日期。,The date is June first.,日期是六月一日。,,,,,七年級,上學期,Lesson 1,時間;生活;名詞,,What is the d___ today?,老師,學生,朋友,teacher,student,book,,,,,,,,,,,,,,,What is the d___ today?,date,d 開頭，共 4 個字母,Please write the d___.,date,d 開頭，共 4 個字母,The d___ is June first.,date,d 開頭，共 4 個字母,,,,,,
pain,疼痛,noun（名詞）,noun,名詞,表示人、事物、地方或概念。,,,,,,,不可數名詞,,,I have a pain in my leg.,我的腿痛。,The pain is not bad.,疼痛不嚴重。,She feels pain today.,她今天覺得疼痛。,,,,,七年級,上學期,Lesson 1,身體;名詞,,I have a p___ in my leg.,老師,學生,朋友,teacher,student,book,,,,,,,,,,,,,,,I have a p___ in my leg.,pain,p 開頭，共 4 個字母,The p___ is not bad.,pain,p 開頭，共 4 個字母,She feels p___ today.,pain,p 開頭，共 4 個字母,,,,,,
pat,輕拍,verb（動詞）,verb,動詞,表示動作或狀態。,pat,patted,patted,patting,及物,,,,pat + N,I pat the cat.,我輕拍那隻貓。,She pats her pet.,她輕拍她的寵物。,Do not pat the animal.,不要輕拍那隻動物。,,,,,七年級,上學期,Lesson 1,動作;動詞,,I p__ the cat.,看見,喜歡,製作,meet,read,listen,pat,pated,patting,pat,pated,patting,pating,patted,pats,規則變化：短母音 + 子音，雙寫字尾加 -ed,pat 是短母音加子音結尾，過去式雙寫 t 加 -ed，現在分詞雙寫 t 加 -ing。,規則變化：直接加 -ed,規則變化：字尾 e 直接加 -d,規則變化：子音 + y 改 ied,I p__ the cat.,pat,p 開頭，共 3 個字母,She p___ her pet.,pats,p 開頭，共 4 個字母,Do not p__ the animal.,pat,p 開頭，共 3 個字母,,,,,,
stay,停留；待著,verb（動詞）,verb,動詞,表示動作或狀態。,stay,stayed,stayed,staying,不及物,,,stay at; stay with,stay at + 地點; stay with + 人,Please stay here.,請待在這裡。,I stay at home today.,我今天待在家。,Stay with me.,跟我待在一起。,,,,,七年級,上學期,Lesson 1,生活;動詞,,Please s___ here.,看見,喜歡,製作,meet,read,listen,stay,staying,stayeded,stay,staying,stayeded,stayed,stays,going,規則變化：直接加 -ed,stay 是母音 + y 結尾，過去式直接加 -ed。,規則變化：字尾 e 直接加 -d,規則變化：子音 + y 改 ied,規則變化：短母音 + 子音，雙寫字尾加 -ed,Please s___ here.,stay,s 開頭，共 4 個字母,I s___ at home today.,stay,s 開頭，共 4 個字母,s___ with me.,stay,s 開頭，共 4 個字母,,,,,,
Kate,凱特；女子名,noun（名詞）,noun,名詞,表示人、事物、地方或概念。,,,,,,,單複數同形,,,Kate is my cousin.,Kate 是我的表親。,Kate has a cute cat.,Kate 有一隻可愛的貓。,"Nice to meet you, Kate.",Kate，很高興見到你。,,,,,七年級,上學期,Lesson 1,人物;名字;名詞,Kate 是人名，第一個字母要大寫。,K___ is my cousin.,老師,學生,朋友,teacher,student,book,,,,,,,,,,,,,,,K___ is my cousin.,Kate,k 開頭，共 4 個字母,K___ has a cute cat.,Kate,k 開頭，共 4 個字母,"Nice to meet you, K___.",Kate,k 開頭，共 4 個字母,,,,,,
iPad,iPad 平板電腦,noun（名詞）,noun,名詞,表示人、事物、地方或概念。,,,,,,iPads,規則變化：加 s,,,This is my iPad.,這是我的 iPad。,I read on my iPad.,我用 iPad 閱讀。,The iPad is on the desk.,iPad 在桌上。,,,,,七年級,上學期,Lesson 1,科技;名詞,iPad 是產品名稱，大小寫要固定。,This is my i___.,老師,學生,朋友,teacher,student,book,,,,,,,,,,,,,,,This is my i___.,iPad,i 開頭，共 4 個字母,I read on my i___.,iPad,i 開頭，共 4 個字母,The i___ is on the desk.,iPad,i 開頭，共 4 個字母,,,,,,
hat,帽子,noun（名詞）,noun,名詞,表示人、事物、地方或概念。,,,,,,hats,規則變化：加 s,,,This is my hat.,這是我的帽子。,The hat is red.,這頂帽子是紅色的。,I wear a hat today.,我今天戴帽子。,,,,,七年級,上學期,Lesson 1,衣物;名詞,,This is my h__.,老師,學生,朋友,teacher,student,book,,,,,,,,,,,,,,,This is my h__.,hat,h 開頭，共 3 個字母,The h__ is red.,hat,h 開頭，共 3 個字母,I wear a h__ today.,hat,h 開頭，共 3 個字母,,,,,,
name,名字,noun（名詞）,noun,名詞,表示人、事物、地方或概念。,,,,,,names,規則變化：加 s,,,My name is Kate.,我的名字是 Kate。,What is your name?,你叫什麼名字？,Please write your name.,請寫下你的名字。,,,,,七年級,上學期,Lesson 1,人物;名詞,,My n___ is Kate.,老師,學生,朋友,teacher,student,book,,,,,,,,,,,,,,,My n___ is Kate.,name,n 開頭，共 4 個字母,What is your n___?,name,n 開頭，共 4 個字母,Please write your n___.,name,n 開頭，共 4 個字母,,,,,,
late,晚的；遲到的,adjective（形容詞）,adjective,形容詞,用來形容名詞或主詞的狀態。,,,,,,,,,be late for + N,I am late for school.,我上學遲到了。,It is late now.,現在很晚了。,Do not be late again.,不要再遲到了。,,,,,七年級,上學期,Lesson 1,時間;形容詞,,I am l___ for school.,大的,小的,快樂的,young,old,nice,,,,,,,,,,,,,,,I am l___ for school.,late,l 開頭，共 4 個字母,It is l___ now.,late,l 開頭，共 4 個字母,Do not be l___ again.,late,l 開頭，共 4 個字母,,,,,,
cake,蛋糕,noun（名詞）,noun,名詞,表示人、事物、地方或概念。,,,,,,cakes,規則變化：加 s,,,The cake is nice.,這個蛋糕很好吃。,I like this cake.,我喜歡這個蛋糕。,We have a cake today.,我們今天有一個蛋糕。,,,,,七年級,上學期,Lesson 1,食物;名詞,,The c___ is nice.,老師,學生,朋友,teacher,student,book,,,,,,,,,,,,,,,The c___ is nice.,cake,c 開頭，共 4 個字母,I like this c___.,cake,c 開頭，共 4 個字母,We have a c___ today.,cake,c 開頭，共 4 個字母,,,,,,
face,臉,noun（名詞）,noun,名詞,表示人、事物、地方或概念。,,,,,,faces,規則變化：加 s,,,Her face is beautiful.,她的臉很美。,"Wash your face, please.",請洗臉。,The baby has a cute face.,這個寶寶有可愛的臉。,,,,,七年級,上學期,Lesson 1,身體;名詞,,Her f___ is beautiful.,老師,學生,朋友,teacher,student,book,,,,,,,,,,,,,,,Her f___ is beautiful.,face,f 開頭，共 4 個字母,"Wash your f___, please.",face,f 開頭，共 4 個字母,The baby has a cute f___.,face,f 開頭，共 4 個字母,,,,,,
main,主要的,adjective（形容詞）,adjective,形容詞,用來形容名詞或主詞的狀態。,,,,,,,,,be + adj.; adj. + noun,This is the main idea.,這是主要概念。,The main problem is here.,主要問題在這裡。,Choose the main picture.,選主要圖片。,,,,,七年級,上學期,Lesson 1,形容詞,,This is the m___ idea.,大的,小的,快樂的,young,old,nice,,,,,,,,,,,,,,,This is the m___ idea.,main,m 開頭，共 4 個字母,The m___ problem is here.,main,m 開頭，共 4 個字母,Choose the m___ picture.,main,m 開頭，共 4 個字母,,,,,,
rain,雨,noun（名詞）,noun,名詞,表示人、事物、地方或概念。,,,,,,,不可數名詞,,,The rain is heavy.,雨很大。,I do not like rain.,我不喜歡雨。,There is rain today.,今天有雨。,,,,,七年級,上學期,Lesson 1,天氣;名詞,rain 可當名詞「雨」，也可當動詞「下雨」。,The r___ is heavy.,老師,學生,朋友,teacher,student,book,,,,,,,,,,,,,,,The r___ is heavy.,rain,r 開頭，共 4 個字母,I do not like r___.,rain,r 開頭，共 4 個字母,There is r___ today.,rain,r 開頭，共 4 個字母,,,,,,
tail,尾巴,noun（名詞）,noun,名詞,表示人、事物、地方或概念。,,,,,,tails,規則變化：加 s,,,The cat has a long tail.,這隻貓有長尾巴。,A dog has a tail.,狗有尾巴。,The tail is short.,這條尾巴很短。,,,,,七年級,上學期,Lesson 1,動物;名詞,,The cat has a long t___.,植物,食物,文具,teacher,student,book,,,,,,,,,,,,,,,The cat has a long t___.,tail,t 開頭，共 4 個字母,A dog has a t___.,tail,t 開頭，共 4 個字母,The t___ is short.,tail,t 開頭，共 4 個字母,,,,,,
wait,等待,verb（動詞）,verb,動詞,表示動作或狀態。,wait,waited,waited,waiting,不及物,,,wait for,wait for + 人/物,"Wait for me, please.",請等我。,I wait for the bus.,我等公車。,They wait in the classroom.,他們在教室裡等待。,,,,,七年級,上學期,Lesson 1,動作;動詞,,"w___ for me, please.",看見,喜歡,製作,meet,read,listen,wait,waiting,waiteded,wait,waiting,waiteded,waited,waits,going,規則變化：直接加 -ed,wait 是規則動詞，過去式和過去分詞加 -ed。,規則變化：字尾 e 直接加 -d,規則變化：子音 + y 改 ied,規則變化：短母音 + 子音，雙寫字尾加 -ed,"w___ for me, please.",wait,w 開頭，共 4 個字母,I w___ for the bus.,wait,w 開頭，共 4 個字母,They w___ in the classroom.,wait,w 開頭，共 4 個字母,,,,,,
day,一天；白天,noun（名詞）,noun,名詞,表示人、事物、地方或概念。,,,,,,days,規則變化：加 s,,,Have a nice day.,祝你有美好的一天。,I read every day.,我每天閱讀。,Today is a warm day.,今天是溫暖的一天。,,,,,七年級,上學期,Lesson 1,時間;名詞,,Have a nice d__.,老師,學生,朋友,teacher,student,book,,,,,,,,,,,,,,,Have a nice d__.,day,d 開頭，共 3 個字母,I read every d__.,day,d 開頭，共 3 個字母,Today is a warm d__.,day,d 開頭，共 3 個字母,,,,,,
hurray,好耶；萬歲,interjection（感嘆詞）,interjection,感嘆詞,用來表達高興、歡呼或慶祝。,,,,,,,,,Hurray!,Hurray! We win.,好耶！我們贏了。,Hurray! It is a nice day.,好耶！今天是美好的一天。,Hurray! The answer is correct.,好耶！答案正確。,,,,,七年級,上學期,Lesson 1,情緒;感嘆詞,也常見寫法 hooray。,h_____! We win.,老師,學生,朋友,wow,oh,hello,,,,,,,,,,,,,,,h_____! We win.,hurray,h 開頭，共 6 個字母,h_____! It is a nice day.,hurray,h 開頭，共 6 個字母,h_____! The answer is correct.,hurray,h 開頭，共 6 個字母,,,,,,
play,玩；打球；演奏,verb（動詞）,verb,動詞,表示動作或狀態。,play,played,played,playing,及物 / 不及物,,,play with,play with + 人/物; play + 球類,I play in the park.,我在公園玩。,They play with the cat.,他們和貓玩。,We play after school.,我們放學後玩。,,,,,七年級,上學期,Lesson 1,動作;動詞,,I p___ in the park.,看見,喜歡,製作,meet,read,listen,play,playing,playeded,play,playing,playeded,played,plays,going,規則變化：直接加 -ed,play 是母音 + y 結尾，過去式直接加 -ed。,規則變化：字尾 e 直接加 -d,規則變化：子音 + y 改 ied,規則變化：短母音 + 子音，雙寫字尾加 -ed,I p___ in the park.,play,p 開頭，共 4 個字母,They p___ with the cat.,play,p 開頭，共 4 個字母,We p___ after school.,play,p 開頭，共 4 個字母,,,,,,
say,說,verb（動詞）,verb,動詞,表示動作或狀態。,say,said,said,saying,及物,,,say to,say + 內容; say hello to + 人,Please say your name.,請說你的名字。,"Say it again, please.",請再說一次。,She says hello to me.,她向我說哈囉。,,,,,七年級,上學期,Lesson 1,動詞;溝通,,Please s__ your name.,看見,喜歡,製作,meet,read,listen,say,sayed,saying,say,sayed,saying,said,says,sayed,不規則變化,say 是不規則動詞，三態為 say / said / said。,規則變化：直接加 -ed,規則變化：字尾 e 直接加 -d,規則變化：子音 + y 改 ied,Please s__ your name.,say,s 開頭，共 3 個字母,"s__ it again, please.",say,s 開頭，共 3 個字母,She s___ hello to me.,says,s 開頭，共 4 個字母,,,,,,
choose,選擇,verb（動詞）,verb,動詞,表示動作或狀態。,choose,chose,chosen,choosing,及物,,,,choose + N,Choose the correct answer.,選出正確答案。,Please choose a picture.,請選一張圖片。,I choose the best response.,我選最好的回答。,,,,,七年級,上學期,Lesson 1,學習;動詞,,c_____ the correct answer.,看見,喜歡,製作,meet,read,listen,choose,chosen,chooseed,choose,chose,chooseed,chooseing,chose,chosen,不規則變化,choose 是不規則動詞，三態為 choose / chose / chosen。,規則變化：直接加 -ed,規則變化：字尾 e 直接加 -d,規則變化：子音 + y 改 ied,c_____ the correct answer.,choose,c 開頭，共 6 個字母,Please c_____ a picture.,choose,c 開頭，共 6 個字母,I c_____ the best response.,choose,c 開頭，共 6 個字母,,,,,,
correct,正確的,adjective（形容詞）,adjective,形容詞,用來形容名詞或主詞的狀態。,,,,,,,,,be + adj.; adj. + noun,Your answer is correct.,你的答案是正確的。,Choose the correct picture.,選出正確圖片。,This response is correct.,這個回答是正確的。,,,,,七年級,上學期,Lesson 1,學習;形容詞,,Your answer is c______.,大的,小的,快樂的,young,old,nice,,,,,,,,,,,,,,,Your answer is c______.,correct,c 開頭，共 7 個字母,Choose the c______ picture.,correct,c 開頭，共 7 個字母,This response is c______.,correct,c 開頭，共 7 個字母,,,,,,
picture,圖片；照片,noun（名詞）,noun,名詞,表示人、事物、地方或概念。,,,,,,pictures,規則變化：加 s,,,Look at the picture.,看這張圖片。,This picture is beautiful.,這張圖片很漂亮。,"Draw a picture, please.",請畫一張圖。,,,,,七年級,上學期,Lesson 1,學校;生活;名詞,,Look at the p______.,家庭,動物,食物,teacher,student,book,,,,,,,,,,,,,,,Look at the p______.,picture,p 開頭，共 7 個字母,This p______ is beautiful.,picture,p 開頭，共 7 個字母,"Draw a p______, please.",picture,p 開頭，共 7 個字母,,,,,,
response,回答；反應,noun（名詞）,noun,名詞,表示人、事物、地方或概念。,,,,,,responses,規則變化：加 s,,,Your response is correct.,你的回答是正確的。,Please give a response.,請給一個回答。,Her response is nice.,她的反應很好。,,,,,七年級,上學期,Lesson 1,學習;名詞,,Your r_______ is correct.,老師,學生,朋友,teacher,student,book,,,,,,,,,,,,,,,Your r_______ is correct.,response,r 開頭，共 8 個字母,Please give a r_______.,response,r 開頭，共 8 個字母,Her r_______ is nice.,response,r 開頭，共 8 個字母,,,,,,
best,最好的,adjective（形容詞）,adjective,形容詞,用來形容名詞或主詞的狀態。,,,,,,,,,be + adj.; adj. + noun,This is the best answer.,這是最好的答案。,She is my best friend.,她是我最好的朋友。,Choose the best response.,選出最好的回答。,,,,,七年級,上學期,Lesson 1,形容詞,best 是 good 的最高級。,This is the b___ answer.,大的,小的,快樂的,young,old,nice,,,,,,,,,,,,,,,This is the b___ answer.,best,b 開頭，共 4 個字母,She is my b___ friend.,best,b 開頭，共 4 個字母,Choose the b___ response.,best,b 開頭，共 4 個字母,,,,,,
answer,答案；回答,noun（名詞）,noun,名詞,表示人、事物、地方或概念。,,,,,,answers,規則變化：加 s,,,The answer is correct.,答案是正確的。,Please write your answer.,請寫下你的答案。,I know the answer.,我知道答案。,,,,,七年級,上學期,Lesson 1,學習;名詞,answer 可當名詞「答案」，也可當動詞「回答」。,The a_____ is correct.,老師,學生,朋友,teacher,student,book,,,,,,,,,,,,,,,The a_____ is correct.,answer,a 開頭，共 6 個字母,Please write your a_____.,answer,a 開頭，共 6 個字母,I know the a_____.,answer,a 開頭，共 6 個字母,,,,,,
repeat,重複,verb（動詞）,verb,動詞,表示動作或狀態。,repeat,repeated,repeated,repeating,及物 / 不及物,,,repeat after,repeat + N; repeat after + 人,Please repeat the word.,請重複這個單字。,Repeat after me.,跟著我重複。,I repeat the answer.,我重複答案。,,,,,七年級,上學期,Lesson 1,學習;動詞,,Please r_____ the word.,看見,喜歡,製作,meet,read,listen,repeat,repeating,repeateded,repeat,repeating,repeateded,repeated,repeats,going,規則變化：直接加 -ed,repeat 是規則動詞，過去式和過去分詞加 -ed。,規則變化：字尾 e 直接加 -d,規則變化：子音 + y 改 ied,規則變化：短母音 + 子音，雙寫字尾加 -ed,Please r_____ the word.,repeat,r 開頭，共 6 個字母,r_____ after me.,repeat,r 開頭，共 6 個字母,I r_____ the answer.,repeat,r 開頭，共 6 個字母,,,,,,
park,公園,noun（名詞）,noun,名詞,表示人、事物、地方或概念。,,,,,,parks,規則變化：加 s,,,The park is near my home.,公園在我家附近。,I play in the park.,我在公園玩。,There is a cat in the park.,公園裡有一隻貓。,,,,,七年級,上學期,Lesson 1,地點;名詞,,The p___ is near my home.,老師,學生,朋友,teacher,student,book,,,,,,,,,,,,,,,The p___ is near my home.,park,p 開頭，共 4 個字母,I play in the p___.,park,p 開頭，共 4 個字母,There is a cat in the p___.,park,p 開頭，共 4 個字母,,,,,,
have,有；吃；喝,verb（動詞）,verb,動詞,表示動作或狀態。,have,had,had,having,及物,,,,have + N,I have a brother.,我有一個兄弟。,They have a cute pet.,他們有一隻可愛的寵物。,We have cake today.,我們今天吃蛋糕。,,,,,七年級,上學期,Lesson 1,動詞;生活,,I h___ a brother.,看見,喜歡,製作,meet,read,listen,have,haveed,having,have,haveed,having,haveing,had,haves,不規則變化,have 是不規則動詞，三態為 have / had / had；現在分詞去 e 加 -ing。,規則變化：直接加 -ed,規則變化：字尾 e 直接加 -d,規則變化：子音 + y 改 ied,I h___ a brother.,have,h 開頭，共 4 個字母,They h___ a cute pet.,have,h 開頭，共 4 個字母,We h___ cake today.,have,h 開頭，共 4 個字母,,,,,,
brother,兄弟；哥哥；弟弟,noun（名詞）,noun,名詞,表示人、事物、地方或概念。,,,,,,brothers,規則變化：加 s,,,He is my brother.,他是我的哥哥／弟弟。,My brother is tall.,我的兄弟很高。,I have one brother.,我有一個兄弟。,,,,,七年級,上學期,Lesson 1,家庭;名詞,,He is my b______.,朋友,老師,同學,father,mother,sister,,,,,,,,,,,,,,,He is my b______.,brother,b 開頭，共 7 個字母,My b______ is tall.,brother,b 開頭，共 7 個字母,I have one b______.,brother,b 開頭，共 7 個字母,,,,,,
sister,姊妹；姊姊；妹妹,noun（名詞）,noun,名詞,表示人、事物、地方或概念。,,,,,,sisters,規則變化：加 s,,,She is my sister.,她是我的姊姊／妹妹。,My sister is a student.,我的姊妹是學生。,I have two sisters.,我有兩個姊妹。,,,,,七年級,上學期,Lesson 1,家庭;名詞,,She is my s_____.,朋友,老師,同學,father,mother,brother,,,,,,,,,,,,,,,She is my s_____.,sister,s 開頭，共 6 個字母,My s_____ is a student.,sister,s 開頭，共 6 個字母,I have two s______.,sisters,s 開頭，共 7 個字母,,,,,,
take,拿；帶；搭乘,verb（動詞）,verb,動詞,表示動作或狀態。,take,took,taken,taking,及物,,,,take + N; take care of,Take this pencil.,拿這枝鉛筆。,I take the bus to school.,我搭公車去學校。,Please take care of the cat.,請照顧這隻貓。,,,,,七年級,上學期,Lesson 1,動作;動詞,,t___ this pencil.,看見,喜歡,製作,meet,read,listen,take,taken,takeed,take,took,takeed,takeing,took,taken,不規則變化,take 是不規則動詞，三態為 take / took / taken；現在分詞去 e 加 -ing。,規則變化：直接加 -ed,規則變化：字尾 e 直接加 -d,規則變化：子音 + y 改 ied,t___ this pencil.,take,t 開頭，共 4 個字母,I t___ the bus to school.,take,t 開頭，共 4 個字母,Please t___ care of the cat.,take,t 開頭，共 4 個字母,,,,,,
